#{"t_start": 1626354269.592577, "env_id": null}
r,l,t
50,2,21571.070693
50,2,21572.022384
50,2,21572.973462
50,2,21573.924919
50,2,21574.876392
50,2,21575.829249
50,2,21576.782206
50,2,21577.737695
50,2,21578.68967
50,2,21579.64212
50,2,21580.594495
50,2,21581.545793
50,2,21582.496439
50,2,21583.44853
50,2,21584.399665
50,2,21585.353364
50,2,21586.304605
100,3,21587.262403
100,3,21588.689617
100,3,21590.114462
100,3,21591.539351
50,2,21592.963204
50,2,21593.913898
50,2,21594.864485
100,3,21595.816927
50,2,21597.24249
50,2,21598.192897
100,3,21599.14565
50,2,21600.569097
50,2,21601.521448
50,2,21602.472619
50,2,21603.427399
50,2,21604.381203
50,2,21605.334245
50,2,21606.286445
50,2,21607.237981
50,2,21608.189901
50,2,21609.143583
50,2,21610.095423
50,2,21611.047507
50,2,21611.999999
150,4,21612.957141
50,2,21614.853981
100,3,21615.808242
50,2,21617.233134
50,2,21618.185891
50,2,21619.137672
50,2,21620.089397
150,4,21621.042728
50,2,21622.938693
50,2,21623.88972
50,2,21624.84011
100,3,21625.792461
50,2,21627.216505
50,2,21628.167479
50,2,21629.118677
50,2,21630.072076
150,4,21631.032652
50,2,21632.932752
100,3,21633.886512
50,2,21635.31041
50,2,21636.263144
50,2,21637.215487
50,2,21638.167987
50,2,21639.120326
50,2,21640.073253
100,3,21641.027238
50,2,21642.451298
100,3,21643.404743
50,2,21644.830311
100,3,21645.783853
50,2,21647.208161
50,2,21648.160066
50,2,21649.113244
50,2,21650.06502
50,2,21651.016782
50,2,21651.968189
50,2,21652.921226
50,2,21653.871397
50,2,21654.822248
50,2,21655.773044
50,2,21656.724217
50,2,21657.675437
50,2,21658.625911
50,2,21659.576679
50,2,21660.528868
150,4,21661.482936
50,2,21663.381169
50,2,21664.334491
50,2,21665.287363
50,2,21666.237832
50,2,21667.188793
100,3,21668.141965
50,2,21669.56614
50,2,21670.517226
50,2,21671.467875
50,2,21672.418964
50,2,21673.370137
50,2,21674.321113
50,2,21675.272109
50,2,21676.2234
50,2,21677.17538
50,2,21678.126588
100,3,21679.079616
50,2,21680.502895
50,2,21681.4554
50,2,21682.410076
50,2,21683.363849
100,3,21684.32085
50,2,21685.750921
100,3,21686.706167
50,2,21688.130114
150,4,21689.087056
50,2,21690.98632
50,2,21691.940837
150,4,21692.903771
50,2,21694.802767
50,2,21695.75503
150,4,21696.711141
50,2,21698.607182
50,2,21699.559363
50,2,21700.51282
50,2,21701.465037
100,3,21702.419095
100,3,21703.844855
150,4,21705.273223
100,3,21707.171423
50,2,21708.596395
50,2,21709.547477
50,2,21710.500268
50,2,21711.451642
100,3,21712.405396
100,3,21713.830365
50,2,21715.25543
50,2,21716.207041
50,2,21717.158883
100,3,21718.112275
50,2,21719.537009
50,2,21720.489229
50,2,21721.441308
50,2,21722.39379
50,2,21723.346313
50,2,21724.297847
50,2,21725.249375
50,2,21726.201372
50,2,21727.154698
50,2,21728.106302
50,2,21729.058137
50,2,21730.009936
50,2,21730.962456
50,2,21731.914329
100,3,21732.867538
50,2,21734.29156
50,2,21735.244271
100,3,21736.19739
50,2,21737.621498
50,2,21738.572822
50,2,21739.5259
50,2,21740.477251
50,2,21741.428979
100,3,21742.382414
50,2,21743.805712
100,3,21744.758527
50,2,21746.181284
50,2,21747.131596
50,2,21748.083087
50,2,21749.033069
100,3,21749.985366
50,2,21751.410014
50,2,21752.361803
50,2,21753.312779
50,2,21754.266053
50,2,21755.21946
50,2,21756.173164
50,2,21757.124179
50,2,21758.076334
50,2,21759.027747
100,3,21759.981954
100,3,21761.407313
50,2,21762.831035
50,2,21763.783316
50,2,21764.735525
50,2,21765.687547
50,2,21766.638567
50,2,21767.590135
50,2,21768.542157
50,2,21769.49395
50,2,21770.445383
100,3,21771.398836
50,2,21772.823173
50,2,21773.775479
100,3,21774.729685
50,2,21776.154459
50,2,21777.110024
50,2,21778.067628
50,2,21779.021912
100,3,21779.977193
100,3,21781.407585
50,2,21782.830856
50,2,21783.782756
50,2,21784.733994
50,2,21785.687177
100,3,21786.639977
50,2,21788.06371
50,2,21789.015032
50,2,21789.968069
50,2,21790.919622
50,2,21791.871832
50,2,21792.823121
150,4,21793.7805
50,2,21795.677064
50,2,21796.628398
50,2,21797.580229
50,2,21798.533704
50,2,21799.485129
50,2,21800.436918
100,3,21801.39012
50,2,21802.8134
50,2,21803.764495
50,2,21804.715452
50,2,21805.666364
100,3,21806.620166
50,2,21808.04377
50,2,21808.996222
50,2,21809.951962
50,2,21810.910379
50,2,21811.862817
100,3,21812.815375
50,2,21814.239215
50,2,21815.193391
100,3,21816.147639
100,3,21817.574579
150,4,21819.002148
50,2,21820.90084
50,2,21821.85164
50,2,21822.80377
50,2,21823.754731
100,3,21824.709819
50,2,21826.13234
50,2,21827.083031
50,2,21828.033798
50,2,21828.98526
50,2,21829.935442
50,2,21830.886426
100,3,21831.839245
50,2,21833.263927
50,2,21834.21422
50,2,21835.165048
100,3,21836.117096
50,2,21837.541681
50,2,21838.492184
50,2,21839.44293
50,2,21840.393735
100,3,21841.34752
50,2,21842.77185
50,2,21843.726712
50,2,21844.682637
50,2,21845.63836
100,3,21846.591057
50,2,21848.013485
50,2,21848.964391
50,2,21849.915386
50,2,21850.884106
50,2,21851.835611
50,2,21852.786621
50,2,21853.738896
50,2,21854.689506
100,3,21855.642718
50,2,21857.066085
50,2,21858.017841
150,4,21858.972299
50,2,21860.867563
100,3,21861.82062
50,2,21863.249166
50,2,21864.202784
50,2,21865.15831
100,3,21866.116128
100,3,21867.546692
50,2,21868.974777
50,2,21869.927474
50,2,21870.880098
50,2,21871.833305
100,3,21872.786384
50,2,21874.210469
50,2,21875.162485
50,2,21876.115188
50,2,21877.066692
100,3,21878.020396
50,2,21879.444446
50,2,21880.397649
50,2,21881.349321
100,3,21882.301431
50,2,21883.723985
50,2,21884.675973
50,2,21885.626755
150,4,21886.58
50,2,21888.474924
50,2,21889.427482
50,2,21890.378201
50,2,21891.329074
50,2,21892.280093
50,2,21893.231972
50,2,21894.18307
50,2,21895.134038
50,2,21896.085199
50,2,21897.037556
50,2,21897.988868
150,4,21898.948825
50,2,21900.852567
50,2,21901.811827
50,2,21902.766249
50,2,21903.721962
50,2,21904.677675
50,2,21905.632786
50,2,21906.586849
50,2,21907.540442
50,2,21908.491948
50,2,21909.443652
50,2,21910.394596
50,2,21911.345244
100,3,21912.298111
100,3,21913.723869
50,2,21915.146956
50,2,21916.09998
50,2,21917.055471
50,2,21918.012671
50,2,21918.965695
50,2,21919.920939
100,3,21920.875363
50,2,21922.300392
100,3,21923.254945
50,2,21924.679047
50,2,21925.631083
50,2,21926.584718
50,2,21927.537305
50,2,21928.489394
50,2,21929.441564
50,2,21930.394987
50,2,21931.348268
50,2,21932.300662
50,2,21933.252709
100,3,21934.207779
50,2,21935.632499
50,2,21936.583497
50,2,21937.534812
50,2,21938.488002
50,2,21939.438812
50,2,21940.391262
50,2,21941.34218
50,2,21942.29534
50,2,21943.248013
100,3,21944.203866
100,3,21945.628698
50,2,21947.054266
50,2,21948.006392
100,3,21948.959033
50,2,21950.383251
50,2,21951.336994
50,2,21952.289191
50,2,21953.240939
100,3,21954.194478
50,2,21955.619842
100,3,21956.573742
50,2,21957.997031
50,2,21958.949312
50,2,21959.901668
50,2,21960.853668
50,2,21961.806329
100,3,21962.760742
50,2,21964.18522
100,3,21965.137851
50,2,21966.56071
50,2,21967.511521
100,3,21968.466929
200,5,21969.89566
50,2,21972.266655
100,3,21973.222784
50,2,21974.651357
50,2,21975.605688
50,2,21976.559324
50,2,21977.513294
50,2,21978.468048
50,2,21979.420259
50,2,21980.372116
50,2,21981.32347
50,2,21982.276038
50,2,21983.228311
50,2,21984.180372
50,2,21985.132095
50,2,21986.084308
50,2,21987.034404
50,2,21987.985273
50,2,21988.936524
50,2,21989.888612
50,2,21990.840431
50,2,21991.794245
50,2,21992.746943
100,3,21993.704875
50,2,21995.130097
50,2,21996.080945
50,2,21997.031281
50,2,21997.984375
50,2,21998.934688
50,2,21999.885767
50,2,22000.836713
50,2,22001.788756
50,2,22002.739631
50,2,22003.689747
50,2,22004.640425
100,3,22005.593906
50,2,22007.016709
50,2,22007.967646
50,2,22008.918804
100,3,22009.872263
50,2,22011.294853
50,2,22012.2458
150,4,22013.199927
50,2,22015.09587
50,2,22016.046684
150,4,22017.000759
50,2,22018.899397
50,2,22019.854335
50,2,22020.807704
100,3,22021.764704
50,2,22023.194724
50,2,22024.150429
150,4,22025.106715
100,3,22027.005571
50,2,22028.429857
50,2,22029.382683
50,2,22030.33438
50,2,22031.286584
50,2,22032.237264
50,2,22033.19019
100,3,22034.143318
50,2,22035.566585
50,2,22036.517785
50,2,22037.472733
50,2,22038.427156
50,2,22039.379073
50,2,22040.33108
50,2,22041.285079
50,2,22042.237258
50,2,22043.188315
50,2,22044.140774
50,2,22045.093314
50,2,22046.045515
50,2,22046.996989
50,2,22047.949474
150,4,22048.90695
50,2,22050.805712
100,3,22051.760378
50,2,22053.184683
100,3,22054.138281
50,2,22055.563355
50,2,22056.514554
50,2,22057.46635
50,2,22058.419113
50,2,22059.370756
50,2,22060.323069
50,2,22061.275179
50,2,22062.228697
50,2,22063.181391
50,2,22064.139877
50,2,22065.09599
50,2,22066.056423
50,2,22067.012619
100,3,22067.96739
100,3,22069.39341
100,3,22070.821431
50,2,22072.245425
50,2,22073.196905
50,2,22074.149389
50,2,22075.102917
50,2,22076.055727
50,2,22077.008281
100,3,22077.969686
50,2,22079.401311
50,2,22080.353391
50,2,22081.304349
100,3,22082.256795
50,2,22083.680707
100,3,22084.633425
100,3,22086.058447
50,2,22087.481319
50,2,22088.433198
100,3,22089.386116
50,2,22090.809226
50,2,22091.760563
50,2,22092.71574
50,2,22093.669607
100,3,22094.623034
50,2,22096.047602
50,2,22097.000225
50,2,22097.952388
50,2,22098.904701
50,2,22099.857208
100,3,22100.811889
50,2,22102.235883
50,2,22103.186853
50,2,22104.139131
50,2,22105.091044
50,2,22106.043411
150,4,22106.999523
50,2,22108.896934
50,2,22109.850685
100,3,22110.805402
50,2,22112.230353
150,4,22113.186368
100,3,22115.084856
100,3,22116.510102
50,2,22117.933573
50,2,22118.888029
100,3,22119.845576
50,2,22121.270069
50,2,22122.222428
50,2,22123.173642
50,2,22124.126857
50,2,22125.078014
50,2,22126.030293
50,2,22126.982554
150,4,22127.939736
50,2,22129.836208
50,2,22130.786871
100,3,22131.73954
50,2,22133.163448
100,3,22134.116287
100,3,22135.541178
50,2,22136.964242
100,3,22137.922304
50,2,22139.350893
50,2,22140.30295
100,3,22141.255644
50,2,22142.679595
50,2,22143.630691
50,2,22144.581965
50,2,22145.532603
50,2,22146.48609
50,2,22147.440322
50,2,22148.393531
50,2,22149.348264
50,2,22150.301584
50,2,22151.252528
50,2,22152.204597
50,2,22153.156601
50,2,22154.110371
50,2,22155.062723
50,2,22156.019284
50,2,22156.976014
50,2,22157.931253
50,2,22158.885858
50,2,22159.839376
50,2,22160.790462
100,3,22161.746031
100,3,22163.172848
50,2,22164.598093
50,2,22165.553157
50,2,22166.514022
50,2,22167.468928
100,3,22168.422251
100,3,22169.846493
50,2,22171.272375
50,2,22172.223456
50,2,22173.174384
100,3,22174.127673
100,3,22175.559738
50,2,22176.986748
50,2,22177.941163
50,2,22178.894877
50,2,22179.847683
100,3,22180.799814
50,2,22182.22278
50,2,22183.173916
50,2,22184.126072
50,2,22185.077461
50,2,22186.028294
50,2,22186.979697
50,2,22187.931807
50,2,22188.882896
50,2,22189.833812
150,4,22190.787999
100,3,22192.687258
100,3,22194.112565
50,2,22195.539554
50,2,22196.492689
50,2,22197.45009
50,2,22198.40434
50,2,22199.356664
50,2,22200.307531
50,2,22201.260731
50,2,22202.211753
50,2,22203.163766
50,2,22204.116214
50,2,22205.06977
50,2,22206.022031
100,3,22206.98159
50,2,22208.414105
50,2,22209.370401
50,2,22210.322957
100,3,22211.275794
50,2,22212.700581
50,2,22213.654682
50,2,22214.606987
50,2,22215.558889
50,2,22216.510856
100,3,22217.465961
50,2,22218.890299
50,2,22219.842106
50,2,22220.792958
100,3,22221.746727
50,2,22223.170117
50,2,22224.121452
50,2,22225.073025
50,2,22226.028348
50,2,22226.981605
50,2,22227.932943
50,2,22228.8835
50,2,22229.835857
50,2,22230.788114
50,2,22231.739657
50,2,22232.69093
50,2,22233.643272
50,2,22234.594544
100,3,22235.549944
50,2,22236.977194
50,2,22237.93094
50,2,22238.883265
50,2,22239.83493
50,2,22240.786705
50,2,22241.73997
100,3,22242.693946
50,2,22244.117864
100,3,22245.07331
50,2,22246.498976
50,2,22247.449347
100,3,22248.401136
50,2,22249.824483
50,2,22250.7767
50,2,22251.727738
50,2,22252.681097
50,2,22253.635575
50,2,22254.590247
50,2,22255.544418
50,2,22256.496241
50,2,22257.446614
50,2,22258.39792
50,2,22259.348969
100,3,22260.301133
50,2,22261.724575
100,3,22262.679271
150,4,22264.105316
50,2,22266.00375
50,2,22266.955133
200,5,22267.91362
100,3,22270.283984
50,2,22271.707686
100,3,22272.660858
50,2,22274.08684
100,3,22275.039294
50,2,22276.462816
50,2,22277.414813
50,2,22278.366869
150,4,22279.320098
50,2,22281.214925
50,2,22282.164727
50,2,22283.116014
50,2,22284.067112
50,2,22285.018309
50,2,22285.969289
100,3,22286.926024
150,4,22288.355803
50,2,22290.251774
50,2,22291.204335
50,2,22292.155908
50,2,22293.106811
50,2,22294.057463
50,2,22295.008373
100,3,22295.961484
50,2,22297.384826
100,3,22298.337381
100,3,22299.76185
50,2,22301.185594
50,2,22302.136728
50,2,22303.087727
100,3,22304.043852
50,2,22305.471891
50,2,22306.427283
100,3,22307.381639
50,2,22308.805365
50,2,22309.758044
50,2,22310.709499
50,2,22311.661665
50,2,22312.613848
50,2,22313.566692
50,2,22314.518142
100,3,22315.471871
50,2,22316.89584
150,4,22317.852205
50,2,22319.748377
50,2,22320.69996
100,3,22321.654461
100,3,22323.081542
50,2,22324.50508
50,2,22325.456117
50,2,22326.418908
50,2,22327.37149
50,2,22328.322356
50,2,22329.27441
50,2,22330.225263
50,2,22331.177381
50,2,22332.128364
100,3,22333.08446
50,2,22334.512313
100,3,22335.467582
100,3,22336.89435
100,3,22338.319411
50,2,22339.744212
50,2,22340.69704
50,2,22341.64854
50,2,22342.600457
50,2,22343.552537
50,2,22344.505849
100,3,22345.460093
50,2,22346.883772
50,2,22347.835929
50,2,22348.78952
50,2,22349.741951
50,2,22350.698205
50,2,22351.656806
100,3,22352.615129
50,2,22354.042125
50,2,22354.995798
50,2,22355.950136
100,3,22356.908529
50,2,22358.335691
50,2,22359.288422
50,2,22360.239585
50,2,22361.192567
50,2,22362.143922
50,2,22363.094115
50,2,22364.044687
50,2,22364.99658
50,2,22365.947497
50,2,22366.898379
50,2,22367.849303
50,2,22368.801364
100,3,22369.754193
50,2,22371.176638
100,3,22372.129356
50,2,22373.553581
50,2,22374.504653
50,2,22375.455519
50,2,22376.410592
50,2,22377.364802
100,3,22378.317687
100,3,22379.743371
50,2,22381.167057
50,2,22382.121316
50,2,22383.073664
50,2,22384.026248
100,3,22384.979783
100,3,22386.407578
50,2,22387.831844
50,2,22388.784247
50,2,22389.736074
50,2,22390.688826
50,2,22391.640578
50,2,22392.592093
100,3,22393.546501
50,2,22394.972046
50,2,22395.922673
50,2,22396.874034
50,2,22397.825502
50,2,22398.779566
50,2,22399.730698
100,3,22400.685995
50,2,22402.113335
100,3,22403.068135
50,2,22404.492797
50,2,22405.445547
100,3,22406.398651
50,2,22407.824697
50,2,22408.776634
50,2,22409.72824
50,2,22410.681724
50,2,22411.634866
50,2,22412.586165
100,3,22413.54082
50,2,22414.965246
50,2,22415.918143
50,2,22416.870186
50,2,22417.822216
50,2,22418.773844
100,3,22419.729606
50,2,22421.153981
100,3,22422.107833
50,2,22423.531322
50,2,22424.484414
100,3,22425.438594
100,3,22426.864361
100,3,22428.290205
50,2,22429.716343
50,2,22430.668438
50,2,22431.620298
50,2,22432.572834
50,2,22433.525608
50,2,22434.478213
50,2,22435.430423
50,2,22436.381842
50,2,22437.335124
50,2,22438.28737
100,3,22439.240528
50,2,22440.664535
50,2,22441.617308
100,3,22442.571958
50,2,22443.995578
150,4,22444.950501
100,3,22446.84965
100,3,22448.275387
150,4,22449.701167
50,2,22451.596538
50,2,22452.548206
50,2,22453.499046
50,2,22454.450332
50,2,22455.401204
50,2,22456.353199
100,3,22457.309799
100,3,22458.738339
50,2,22460.16567
50,2,22461.121236
50,2,22462.07477
50,2,22463.026153
50,2,22463.978384
50,2,22464.931526
50,2,22465.883186
50,2,22466.834988
50,2,22467.786375
100,3,22468.741841
50,2,22470.165293
50,2,22471.118314
100,3,22472.071779
50,2,22473.497765
50,2,22474.449055
100,3,22475.403443
50,2,22476.827446
100,3,22477.782869
50,2,22479.206864
50,2,22480.157137
50,2,22481.108
50,2,22482.059913
50,2,22483.010728
50,2,22483.961642
100,3,22484.917233
50,2,22486.345809
50,2,22487.30045
50,2,22488.253793
50,2,22489.208428
50,2,22490.166059
50,2,22491.120366
50,2,22492.071868
50,2,22493.023594
50,2,22493.976696
50,2,22494.928503
50,2,22495.880111
100,3,22496.833386
50,2,22498.25964
50,2,22499.211248
50,2,22500.163296
100,3,22501.117252
50,2,22502.541594
100,3,22503.493676
100,3,22504.917814
50,2,22506.340671
50,2,22507.292557
150,4,22508.246781
50,2,22510.144342
100,3,22511.099682
50,2,22512.524565
100,3,22513.478403
50,2,22514.90113
100,3,22515.853648
50,2,22517.278008
50,2,22518.229051
50,2,22519.180073
50,2,22520.130693
50,2,22521.082695
50,2,22522.033395
100,3,22522.985861
50,2,22524.408987
50,2,22525.361192
50,2,22526.312019
100,3,22527.268044
150,4,22528.701833
50,2,22530.604957
50,2,22531.556575
100,3,22532.510872
50,2,22533.936422
50,2,22534.890384
50,2,22535.84063
50,2,22536.790897
50,2,22537.741701
50,2,22538.693582
50,2,22539.644666
50,2,22540.595755
50,2,22541.550553
50,2,22542.504716
50,2,22543.459789
50,2,22544.413136
100,3,22545.36588
50,2,22546.7927
50,2,22547.744734
150,4,22548.699163
100,3,22550.597672
50,2,22552.023488
50,2,22552.974959
50,2,22553.926504
50,2,22554.878079
50,2,22555.83142
50,2,22556.783298
50,2,22557.734351
50,2,22558.686334
50,2,22559.638179
50,2,22560.589951
50,2,22561.540964
50,2,22562.493042
50,2,22563.446605
50,2,22564.398112
50,2,22565.349912
50,2,22566.301207
50,2,22567.254105
50,2,22568.206628
50,2,22569.158638
50,2,22570.109915
150,4,22571.066459
50,2,22572.961375
50,2,22573.911908
50,2,22574.862608
100,3,22575.816618
100,3,22577.240325
50,2,22578.6625
50,2,22579.613079
50,2,22580.565204
50,2,22581.515719
50,2,22582.466558
50,2,22583.41707
50,2,22584.368667
50,2,22585.322473
50,2,22586.275909
150,4,22587.230766
50,2,22589.12809
50,2,22590.079665
50,2,22591.033177
50,2,22591.98606
50,2,22592.938941
50,2,22593.890306
50,2,22594.842529
50,2,22595.794737
50,2,22596.74841
50,2,22597.699362
50,2,22598.651706
50,2,22599.603909
50,2,22600.557401
50,2,22601.509427
100,3,22602.462224
50,2,22603.886522
50,2,22604.839973
50,2,22605.79161
50,2,22606.742513
50,2,22607.694356
50,2,22608.646854
100,3,22609.600777
100,3,22611.026396
50,2,22612.44993
100,3,22613.403882
50,2,22614.827143
50,2,22615.77922
100,3,22616.73202
50,2,22618.157997
50,2,22619.108103
50,2,22620.058418
50,2,22621.009157
100,3,22621.962706
50,2,22623.38536
50,2,22624.338774
50,2,22625.292028
100,3,22626.245872
50,2,22627.669833
100,3,22628.622403
50,2,22630.046011
50,2,22630.998487
50,2,22631.94954
50,2,22632.900897
50,2,22633.852565
50,2,22634.804956
50,2,22635.75659
50,2,22636.7086
100,3,22637.661212
50,2,22639.085774
50,2,22640.037318
50,2,22640.989153
50,2,22641.941342
50,2,22642.895553
100,3,22643.848895
50,2,22645.272804
50,2,22646.224716
50,2,22647.178001
50,2,22648.129937
50,2,22649.081818
50,2,22650.03366
100,3,22650.991725
50,2,22652.41678
50,2,22653.368306
150,4,22654.324369
50,2,22656.222625
50,2,22657.173588
50,2,22658.124697
50,2,22659.076199
50,2,22660.02865
50,2,22660.979794
50,2,22661.932146
150,4,22662.892047
50,2,22664.789893
50,2,22665.742396
50,2,22666.693686
50,2,22667.645932
50,2,22668.599999
50,2,22669.552639
150,4,22670.509348
100,3,22672.408191
50,2,22673.835045
50,2,22674.786538
50,2,22675.738933
100,3,22676.692295
50,2,22678.118337
50,2,22679.070754
50,2,22680.023276
50,2,22680.975145
50,2,22681.927996
50,2,22682.880191
100,3,22683.833194
50,2,22685.257266
50,2,22686.209213
50,2,22687.160465
50,2,22688.111635
50,2,22689.062728
50,2,22690.014992
50,2,22690.965718
50,2,22691.916949
50,2,22692.867954
50,2,22693.819339
50,2,22694.77063
100,3,22695.723799
50,2,22697.147493
50,2,22698.101834
50,2,22699.056695
50,2,22700.010366
50,2,22700.965201
50,2,22701.918535
100,3,22702.871379
50,2,22704.295588
50,2,22705.247501
50,2,22706.201106
50,2,22707.152951
50,2,22708.104859
50,2,22709.057268
50,2,22710.01045
50,2,22710.963458
50,2,22711.915924
100,3,22712.870481
50,2,22714.295823
100,3,22715.249275
50,2,22716.673734
50,2,22717.625261
50,2,22718.578479
50,2,22719.530972
50,2,22720.482336
50,2,22721.433213
50,2,22722.385215
50,2,22723.336023
50,2,22724.286953
50,2,22725.237986
50,2,22726.192773
50,2,22727.147328
50,2,22728.099311
100,3,22729.052771
150,4,22730.483531
50,2,22732.380473
50,2,22733.333121
50,2,22734.285101
50,2,22735.238534
50,2,22736.190849
50,2,22737.14385
100,3,22738.098734
50,2,22739.529485
50,2,22740.486228
100,3,22741.441767
100,3,22742.87194
50,2,22744.297978
50,2,22745.249872
50,2,22746.201628
50,2,22747.153635
150,4,22748.111228
50,2,22750.008771
50,2,22750.960114
50,2,22751.912577
50,2,22752.866579
50,2,22753.817552
150,4,22754.773448
100,3,22756.672526
150,4,22758.101728
100,3,22759.999549
50,2,22761.422302
50,2,22762.373343
50,2,22763.325999
50,2,22764.277458
50,2,22765.228869
50,2,22766.182402
50,2,22767.138971
50,2,22768.092806
50,2,22769.047985
50,2,22770.000026
50,2,22770.953462
100,3,22771.905335
50,2,22773.328071
50,2,22774.278882
50,2,22775.23088
50,2,22776.182077
50,2,22777.132859
100,3,22778.087813
50,2,22779.516153
50,2,22780.467406
50,2,22781.419229
200,5,22782.376159
50,2,22784.745036
50,2,22785.695415
100,3,22786.647886
50,2,22788.070604
50,2,22789.02282
50,2,22789.973707
50,2,22790.928619
50,2,22791.881057
50,2,22792.833538
100,3,22793.788771
100,3,22795.217984
50,2,22796.641665
50,2,22797.593277
50,2,22798.544185
100,3,22799.49762
50,2,22800.92569
50,2,22801.879056
50,2,22802.842544
50,2,22803.793598
100,3,22804.746786
50,2,22806.173118
100,3,22807.128931
150,4,22808.560158
50,2,22810.459718
50,2,22811.414809
50,2,22812.371255
50,2,22813.325065
50,2,22814.279688
100,3,22815.237426
50,2,22816.664732
50,2,22817.620266
50,2,22818.579027
50,2,22819.531848
50,2,22820.490144
100,3,22821.539851
50,2,22822.973736
50,2,22823.928686
50,2,22824.881479
50,2,22825.834607
50,2,22826.7881
50,2,22827.741909
50,2,22828.694332
50,2,22829.647257
50,2,22830.602324
50,2,22831.555457
50,2,22832.508308
100,3,22833.462873
50,2,22834.888217
50,2,22835.841891
50,2,22836.866001
100,3,22837.824331
50,2,22839.250706
50,2,22840.206999
50,2,22841.160923
50,2,22842.115347
50,2,22843.067855
100,3,22844.02185
50,2,22845.446891
50,2,22846.399126
100,3,22847.356293
50,2,22848.781248
100,3,22849.733567
50,2,22851.156907
100,3,22852.10975
50,2,22853.534246
50,2,22854.48815
50,2,22855.441871
50,2,22856.39364
50,2,22857.347465
100,3,22858.301707
50,2,22859.725767
100,3,22860.677555
50,2,22862.101775
50,2,22863.052799
100,3,22864.005562
50,2,22865.43123
100,3,22866.388223
150,4,22867.815844
50,2,22869.713119
50,2,22870.665143
50,2,22871.616913
50,2,22872.568188
50,2,22873.525174
50,2,22874.476116
50,2,22875.42751
50,2,22876.378793
50,2,22877.329816
50,2,22878.281818
50,2,22879.234699
50,2,22880.185708
100,3,22881.138707
50,2,22882.562083
50,2,22883.513963
50,2,22884.465066
50,2,22885.416298
50,2,22886.367687
50,2,22887.319929
50,2,22888.27278
50,2,22889.227482
50,2,22890.179497
50,2,22891.133797
50,2,22892.086457
50,2,22893.038787
150,4,22893.993686
100,3,22895.892239
50,2,22897.317491
100,3,22898.272275
50,2,22899.697456
50,2,22900.650237
150,4,22901.605789
50,2,22903.503377
50,2,22904.455863
50,2,22905.408861
50,2,22906.361147
50,2,22907.313112
50,2,22908.26427
50,2,22909.21621
50,2,22910.166924
50,2,22911.117293
50,2,22912.06843
50,2,22913.021036
50,2,22913.972198
50,2,22914.923202
50,2,22915.877795
150,4,22916.837877
50,2,22918.734923
50,2,22919.686692
50,2,22920.638831
50,2,22921.591777
50,2,22922.544015
50,2,22923.495366
50,2,22924.447567
50,2,22925.402053
50,2,22926.353939
100,3,22927.307592
100,3,22928.73465
100,3,22930.161795
100,3,22931.587286
50,2,22933.011398
50,2,22933.962576
50,2,22934.91567
50,2,22935.866678
50,2,22936.818384
50,2,22937.770574
100,3,22938.726097
50,2,22940.149996
50,2,22941.10216
50,2,22942.053967
50,2,22943.007028
50,2,22943.957877
50,2,22944.909981
150,4,22945.864958
50,2,22947.763763
100,3,22948.717126
100,3,22950.143241
50,2,22951.569128
50,2,22952.523273
50,2,22953.474814
50,2,22954.42635
100,3,22955.379676
50,2,22956.805397
50,2,22957.757063
50,2,22958.70883
50,2,22959.660105
50,2,22960.612933
50,2,22961.564573
50,2,22962.515023
50,2,22963.465766
50,2,22964.417876
50,2,22965.368136
50,2,22966.318668
50,2,22967.269601
50,2,22968.221504
100,3,22969.174653
50,2,22970.599836
50,2,22971.553067
100,3,22972.510659
50,2,22973.936477
100,3,22974.89282
50,2,22976.319263
50,2,22977.275496
50,2,22978.229859
50,2,22979.181453
50,2,22980.132264
100,3,22981.087664
50,2,22982.511487
50,2,22983.462794
50,2,22984.41496
50,2,22985.367735
100,3,22986.321057
50,2,22987.74483
100,3,22988.698439
50,2,22990.124794
50,2,22991.077094
100,3,22992.031094
100,3,22993.463608
50,2,22994.89143
50,2,22995.8423
50,2,22996.792414
100,3,22997.744468
50,2,22999.168333
50,2,23000.119019
50,2,23001.069711
50,2,23002.025518
50,2,23002.988284
50,2,23003.939477
100,3,23004.893175
50,2,23006.317472
50,2,23007.270398
50,2,23008.220547
50,2,23009.170513
50,2,23010.120968
50,2,23011.074219
50,2,23012.025074
50,2,23012.97588
100,3,23013.931681
100,3,23015.359512
100,3,23016.783259
150,4,23018.20982
50,2,23020.104269
50,2,23021.055998
100,3,23022.008323
50,2,23023.431587
100,3,23024.38644
50,2,23025.814435
50,2,23026.768792
50,2,23027.722384
50,2,23028.673723
100,3,23029.628388
50,2,23031.051747
50,2,23032.004031
50,2,23032.955209
50,2,23033.908211
50,2,23034.860585
50,2,23035.811862
50,2,23036.763433
50,2,23037.717345
50,2,23038.669021
50,2,23039.620283
50,2,23040.572056
50,2,23041.524965
50,2,23042.476781
50,2,23043.42837
50,2,23044.379797
100,3,23045.334731
50,2,23046.757521
100,3,23047.709903
50,2,23049.133267
50,2,23050.085382
50,2,23051.036736
100,3,23051.993547
50,2,23053.42035
50,2,23054.376751
50,2,23055.328892
50,2,23056.28036
50,2,23057.232836
100,3,23058.187258
50,2,23059.611965
50,2,23060.56327
50,2,23061.514831
50,2,23062.467611
50,2,23063.41932
50,2,23064.371834
50,2,23065.322986
