#{"t_start": 1627565931.5966034, "env_id": null}
r,l,t
285.5,501,1521.015244
261.5,501,1522.382103
216.0,501,1523.756848
236.0,501,1525.126823
267.0,501,1526.478712
220.0,501,1527.727313
175.5,501,1529.0998
295.0,501,1530.466498
256.0,501,1531.829163
443.5,501,1533.203708
240.5,501,1534.574001
193.0,501,1535.936115
291.5,501,1537.299004
254.0,501,1538.661767
302.5,501,1540.019947
313.5,501,1541.387267
160.5,501,1542.66332
326.0,501,1544.017501
147.5,501,1545.398232
183.5,501,1546.774431
211.0,501,1548.128931
221.5,501,1549.491005
286.5,501,1550.84867
328.5,501,1552.229095
206.0,501,1553.59705
268.0,501,1554.969937
260.0,501,1556.337124
10.5,501,1557.719546
116.0,501,1558.971019
188.0,501,1560.350436
216.5,501,1561.715587
23.5,501,1563.108152
257.5,501,1564.458911
151.5,501,1565.803236
166.0,501,1567.197085
175.5,501,1568.565144
297.5,501,1569.962706
220.5,501,1571.320006
193.5,501,1572.686615
227.5,501,1573.947771
256.5,501,1575.312073
174.5,501,1576.673401
262.0,501,1578.040104
323.0,501,1579.402496
217.0,501,1580.768103
268.5,501,1582.146157
148.0,501,1583.50294
183.0,501,1584.85573
246.5,501,1586.229528
352.0,501,1587.589405
177.5,501,1588.95646
215.0,501,1590.201726
294.0,501,1591.550736
148.5,501,1592.893687
186.0,501,1594.274757
206.5,501,1595.642656
150.0,501,1597.006259
73.5,501,1598.386953
330.5,501,1599.769674
271.0,501,1601.144512
180.0,501,1602.512905
172.5,501,1603.878839
305.5,501,1605.254212
263.0,501,1606.507951
285.0,501,1607.888454
334.0,501,1609.237236
259.0,501,1610.600436
117.5,501,1611.970393
324.5,501,1613.351225
198.5,501,1614.716581
273.5,501,1616.084887
340.0,501,1617.460632
153.0,501,1618.807897
207.0,501,1620.162839
313.0,501,1621.414357
147.0,501,1622.809371
167.0,501,1624.17585
173.0,501,1625.537345
194.0,501,1626.893308
189.0,501,1628.261711
242.5,501,1629.626143
204.0,501,1630.99258
171.5,501,1632.364833
108.0,501,1633.731745
134.5,501,1635.102774
178.0,501,1636.457286
93.5,501,1637.692847
226.0,501,1639.051995
313.0,501,1640.404129
201.5,501,1641.761981
263.5,501,1643.134763
228.5,501,1644.521075
162.0,501,1645.880441
157.5,501,1647.245939
219.5,501,1648.625895
268.0,501,1649.985477
234.0,501,1651.356112
238.5,501,1652.72402
